show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,imdb_score,year,genre,duration_type,,,,,,,,,
s5779,Movie,Umrika,Prashant Nair,"Suraj Sharma, Tony Revolori, Smita Tambe, Adil Hussain, Rajesh Tailang, Prateik Babbar, Pramod Pathak, Amit Sial, Sauraseni Maitra",India,10/1/2016,2015,TV-MA,96,"Dramas, Independent Movies, International Movies","An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",6.6,2016,Dramas,Medium Length,,,,,,,,,
s5783,Movie,Amanda Knox,"Rod Blackhurst, Brian McGinn",,Denmark,9/30/2016,2016,TV-MA,92,Documentaries,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,6.9,2016,Documentaries,Medium Length,,,,,,,,,
s5784,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk",,United States,9/23/2016,2016,TV-MA,99,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",7.2,2016,Documentaries,Medium Length,,,,,,,,,
s5785,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,9/23/2016,2016,TV-MA,78,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",6.6,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5793,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal",Canada,9/16/2016,2016,TV-MA,89,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",6.3,2016,International Movies,Short Length,,,,,,,,,
s5794,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,9/16/2016,2016,TV-MA,60,Stand-Up Comedy,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk.""",6,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5799,Movie,Jandino: Whatever it Takes,,Jandino Asporaat,United Kingdom,9/9/2016,2016,TV-MA,94,Stand-Up Comedy,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show.",4.5,2016,Stand-Up Comedy,Medium Length,,,,,,,,,
s5810,Movie,XOXO,Christopher Louie,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko, Brett DelBuono, Ryan Hansen, Ian Anthony Dale, Ione Skye, Colin Woodell, LaMonica Garrett, Brianne Howey",United States,8/26/2016,2016,TV-MA,92,"Dramas, Music & Musicals","The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.",5.3,2016,Dramas,Medium Length,,,,,,,,,
s5811,Movie,I'll Sleep When I'm Dead,Justin Krook,Steve Aoki,United States,8/19/2016,2016,TV-MA,80,"Documentaries, Music & Musicals","Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki.",6.6,2016,Documentaries,Short Length,,,,,,,,,
s5816,Movie,Jim Gaffigan: Beyond the Pale,Michael Drumm,Jim Gaffigan,United States,8/11/2016,2005,TV-14,72,Stand-Up Comedy,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing.",7.9,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5817,Movie,Jim Gaffigan: King Baby,Troy Miller,Jim Gaffigan,United States,8/11/2016,2009,TV-PG,71,Stand-Up Comedy,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour.",7.7,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5819,Movie,Jim Gaffigan: Obsessed,Jay Chapman,Jim Gaffigan,United States,8/11/2016,2014,TV-14,70,Stand-Up Comedy,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special.",7.6,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5821,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,United States,8/2/2016,2011,TV-MA,81,Stand-Up Comedy,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs.",6.9,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5822,Movie,Children of God,John Smithson,,United Kingdom,8/1/2016,1994,TV-MA,63,Documentaries,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",6.4,2016,Documentaries,Short Length,,,,,,,,,
s5825,Movie,Interview with a Serial Killer,Christopher Martin,Arthur Shawcross,United States,8/1/2016,2008,TV-MA,45,Documentaries,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds.",5.9,2016,Documentaries,Short Length,,,,,,,,,
s5829,Movie,Tallulah,Sian Heder,"Ellen Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit, Uzo Aduba, John Benjamin Hickey, David Zayas, Zachary Quinto, Fredric Lehne",United States,7/29/2016,2016,TV-MA,112,"Dramas, Independent Movies","While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own.",6.7,2016,Dramas,Medium Length,,,,,,,,,
s5831,Movie,Rebirth,Karl Mueller,"Fran Kranz, Adam Goldberg, Nicky Whelan, Luis Gerardo Méndez, Harry Hamlin, Pat Healy, Kat Foster, Andrew J. West, Eric Ladin, Steve Agee",United States,7/15/2016,2016,TV-MA,101,"Dramas, Thrillers","Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence.",4.9,2016,Dramas,Medium Length,,,,,,,,,
s5832,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,Tony Robbins,United States,7/15/2016,2016,TV-MA,117,Documentaries,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.,6.7,2016,Documentaries,Medium Length,,,,,,,,,
s5833,Movie,Gridlocked,Allan Ungar,"Dominic Purcell, Cody Hackman, Stephen Lang, Trish Stratus, Danny Glover, Vinnie Jones, Saul Rubinek, Richard Gunn, Steve Byers, James A. Woods",Canada,7/14/2016,2015,R,114,Action & Adventure,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries.",5.8,2016,Action & Adventure,Medium Length,,,,,,,,,
s5834,Movie,Brahman Naman,Qaushiq Mukherjee,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad, Vaishwath Shankar, Sindhu Sreenivasa Murthy, Sid Mallya, Denzil Smith",India,7/6/2016,2016,TV-MA,96,"Comedies, Independent Movies, International Movies",This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women.,5.5,2016,Comedies,Medium Length,,,,,,,,,
s5836,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,United States,7/1/2016,2016,TV-MA,87,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",7.7,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5838,Movie,X: Past Is Present,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma","Anshuman Jha, Rajat Kapoor, Pooja Ruparel, Piaa Bajpai, Huma Qureshi, Usha Uthup, Radhika Apte, Swara Bhaskar",India,7/1/2016,2015,TV-MA,105,"Dramas, Independent Movies, International Movies","When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",5.1,2016,Dramas,Medium Length,,,,,,,,,
s5841,Movie,The Fundamentals of Caring,Rob Burnett,"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson, Frederick Weller, Bobby Cannavale",United States,6/24/2016,2016,TV-MA,97,"Comedies, Dramas, Independent Movies","In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",7.3,2016,Comedies,Medium Length,,,,,,,,,
s5842,Movie,Ip Man 3,Wilson Yip,"Donnie Yen, Zhang Jin, Lynn Hung, Patrick Tam, Karena Ng, Kent Cheng, Bryan Leung, Louis Cheung, Danny Chan, Mike Tyson, Babyjohn Choi",China,6/18/2016,2015,PG-13,105,"Action & Adventure, Dramas, International Movies","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion.",7,2016,Action & Adventure,Medium Length,,,,,,,,,
s5843,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",Bo Burnham,United States,6/3/2016,2016,TV-MA,60,"Music & Musicals, Stand-Up Comedy","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.",8.4,2016,Music & Musicals,Short Length,,,,,,,,,
s5847,Movie,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,5/27/2016,2016,TV-MA,109,"Action & Adventure, Comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,5.7,2016,Action & Adventure,Medium Length,,,,,,,,,
s5848,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,5/6/2016,2016,TV-MA,60,Stand-Up Comedy,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",7.5,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5849,Movie,Special Correspondents,Ricky Gervais,"Eric Bana, Ricky Gervais, Vera Farmiga, Kelly Macdonald, Kevin Pollak, America Ferrera, Raúl Castillo, Benjamin Bratt",Canada,4/29/2016,2016,TV-MA,101,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",5.8,2016,Comedies,Medium Length,,,,,,,,,
s5850,Movie,Team Foxcatcher,Jon Greenhalgh,,United States,4/29/2016,2016,TV-MA,91,"Documentaries, Sports Movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",7.3,2016,Documentaries,Medium Length,,,,,,,,,
s5851,Movie,Patton Oswalt: Talking for Clapping,,Patton Oswalt,United States,4/22/2016,2016,TV-MA,66,Stand-Up Comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",6.8,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5852,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow",Belgium,4/15/2016,2016,TV-MA,127,"Dramas, International Movies","Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.",6.7,2016,Dramas,Medium Length,,,,,,,,,
s5853,Movie,Hush,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves",United States,4/8/2016,2016,R,82,"Horror Movies, Thrillers",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.,6.6,2016,Horror Movies,Short Length,,,,,,,,,
s5855,Movie,Frank and Cindy,G.J. Echternkamp,,United States,4/1/2016,2007,TV-MA,70,"Documentaries, Music & Musicals","Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",6.1,2016,Documentaries,Short Length,,,,,,,,,
s5859,Movie,He Never Died,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck, James Cade, Don Francks, Steven Ogg",Canada,3/18/2016,2015,R,97,"Comedies, Horror Movies",A reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.,6.4,2016,Comedies,Medium Length,,,,,,,,,
s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,3/18/2016,2016,TV-14,84,"Documentaries, International Movies","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.",7.1,2016,Documentaries,Short Length,,,,,,,,,
s5862,Movie,Pee-wee's Big Holiday,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle",United States,3/18/2016,2016,TV-PG,90,"Children & Family Movies, Comedies, Cult Movies",A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!,6.1,2016,Children & Family Movies,Short Length,,,,,,,,,
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon",China,2/26/2016,2016,PG-13,101,"Action & Adventure, Romantic Movies",Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.,6.1,2016,Action & Adventure,Medium Length,,,,,,,,,
s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,2/5/2016,2016,TV-MA,68,Stand-Up Comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",6.6,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5874,Movie,Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan, Lam Ka Tung, Xing Yu, Wong You-nam, Chen Zhi Hui, Lynn Hung, Hiroyuki Ikeuchi",Hong Kong,1/15/2016,2008,R,107,"Action & Adventure, Dramas, International Movies","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",8,2016,Action & Adventure,Medium Length,,,,,,,,,
s5875,Movie,Ip Man 2,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng",Hong Kong,1/15/2016,2010,R,108,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",7.5,2016,Action & Adventure,Medium Length,,,,,,,,,
s5876,Movie,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,1/8/2016,2016,TV-MA,74,Stand-Up Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",7.5,2016,Stand-Up Comedy,Short Length,,,,,,,,,
s5877,Movie,Marco Polo: One Hundred Eyes,Alik Sakharov,"Tom Wu, Benedict Wong, Michelle Yeoh",United States,12/26/2015,2015,TV-MA,29,Movies,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,7.8,2015,Movies,Short Length,,,,,,,,,
s5879,Movie,Mike Epps: Don't Take It Personal,L. Frazier,Mike Epps,United States,12/18/2015,2015,TV-MA,60,Stand-Up Comedy,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,4.4,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5880,Movie,The Ridiculous 6,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,12/11/2015,2015,TV-14,120,"Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",4.8,2015,Action & Adventure,Medium Length,,,,,,,,,
s5882,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,12/4/2015,2015,TV-14,57,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",5.5,2015,Comedies,Short Length,,,,,,,,,
s5885,Movie,John Mulaney: The Comeback Kid,Rhys Thomas,John Mulaney,United States,11/13/2015,2015,TV-MA,62,Stand-Up Comedy,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",7.9,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5887,Movie,Manson Family Vacation,J. Davis,"Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick, Davie-Blue, Suzanne Ford, Tobin Bell",United States,10/27/2015,2015,TV-MA,85,"Comedies, Dramas, Independent Movies","The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders.",5.8,2015,Comedies,Short Length,,,,,,,,,
s5890,Movie,Results,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott",United States,10/22/2015,2015,R,105,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",5.4,2015,Comedies,Medium Length,,,,,,,,,
s5892,Movie,Beasts of No Nation,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,10/16/2015,2015,TV-MA,137,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",7.7,2015,Dramas,Medium Length,,,,,,,,,
s5893,Movie,Circle,"Aaron Hann, Mario Miscione","Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy",United States,10/16/2015,2015,TV-MA,86,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",6,2015,Dramas,Short Length,,,,,,,,,
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,United Kingdom,10/9/2015,2015,TV-MA,99,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",8.3,2015,Documentaries,Medium Length,,,,,,,,,
s5895,Movie,Anjelah Johnson: Not Fancy,Jay Karas,Anjelah Johnson-Reyes,United States,10/2/2015,2015,TV-14,64,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",5.7,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5897,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,9/18/2015,2015,TV-14,82,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",7.1,2015,Documentaries,Short Length,,,,,,,,,
s5898,Movie,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",Kip Andersen,United States,9/15/2015,2014,TV-PG,90,Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,8.2,2015,Documentaries,Short Length,,,,,,,,,
s5899,Movie,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",United States,9/8/2015,2015,TV-MA,80,"Dramas, Independent Movies, Romantic Movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",5.6,2015,Dramas,Short Length,,,,,,,,,
s5902,Movie,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,7/17/2015,2015,TV-14,92,"Documentaries, Stand-Up Comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,7.4,2015,Documentaries,Medium Length,,,,,,,,,
s5904,Movie,Creep,Patrick Brice,"Mark Duplass, Patrick Brice",United States,7/14/2015,2014,R,78,"Horror Movies, Independent Movies, Thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",6.3,2015,Horror Movies,Short Length,,,,,,,,,
s5906,Movie,Ralphie May: Imperfectly Yours,Anthony Pierce,Ralphie May,United States,6/29/2015,2015,TV-MA,69,Stand-Up Comedy,"Comedian Ralphie May takes to the Las Vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. Filmed live in 2013.",5.4,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5907,Movie,"What Happened, Miss Simone?",Liz Garbus,,United States,6/26/2015,2015,TV-14,103,"Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",7.6,2015,Documentaries,Medium Length,,,,,,,,,
s5908,Movie,Advantageous,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",United States,6/23/2015,2015,TV-MA,92,"Dramas, Independent Movies, Sci-Fi & Fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",6.2,2015,Dramas,Medium Length,,,,,,,,,
s5910,Movie,The Perfect Dictatorship,Luis Estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton",Mexico,6/1/2015,2014,TV-MA,143,"Comedies, Dramas, International Movies","After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",7.2,2015,Comedies,Medium Length,,,,,,,,,
s5911,Movie,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",,United States,5/29/2015,2015,TV-MA,83,Documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",6.1,2015,Documentaries,Short Length,,,,,,,,,
s5912,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,5/22/2015,2015,TV-MA,78,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",6.8,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5914,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,4/17/2015,2015,TV-MA,84,Stand-Up Comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,6.4,2015,Stand-Up Comedy,Short Length,,,,,,,,,
s5917,Movie,My Own Man,David Sampliner,David Sampliner,United States,3/6/2015,2015,TV-MA,82,Documentaries,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood.",6.4,2015,Documentaries,Short Length,,,,,,,,,
s5919,Movie,Virunga: Gorillas in Peril,,,United States,2/13/2015,2015,TV-14,29,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,6.6,2015,Documentaries,Short Length,,,,,,,,,
s5922,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,United States,12/5/2014,2014,TV-MA,81,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",8.3,2014,Stand-Up Comedy,Short Length,,,,,,,,,
s5926,Movie,Virunga,Orlando von Einsiedel,,United Kingdom,11/7/2014,2014,TV-MA,100,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,8.2,2014,Documentaries,Medium Length,,,,,,,,,
s5927,Movie,E-Team,"Katy Chevigny, Ross Kauffman",,United States,10/24/2014,2014,TV-MA,90,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,7.1,2014,Documentaries,Short Length,,,,,,,,,
s5928,Movie,Wyatt Cenac: Brooklyn,Wyatt Cenac,Wyatt Cenac,United States,10/21/2014,2014,TV-MA,68,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,6.3,2014,Stand-Up Comedy,Short Length,,,,,,,,,
s5929,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,Chelsea Handler,United States,10/10/2014,2014,TV-MA,71,Stand-Up Comedy,"In her first Netflix stand-up comedy special, Chelsea Handler recounts her African adventures (and provides hilarious photographic evidence).",5.8,2014,Stand-Up Comedy,Short Length,,,,,,,,,
s5930,Movie,Print the Legend,"Luis Lopez, Clay Tweel",,United States,9/26/2014,2014,TV-14,100,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",7,2014,Documentaries,Medium Length,,,,,,,,,
s5931,Movie,Mission Blue,"Robert Nixon, Fisher Stevens","James Cameron, Michael deGruy, Sylvia Earle, Bryce Groark, Jeremy Jackson, Carl Safina",United States,8/15/2014,2014,TV-PG,94,Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,7.9,2014,Documentaries,Medium Length,,,,,,,,,
s5932,Movie,The Battered Bastards of Baseball,"Chapman Way, Maclain Way","Todd Field, Kurt Russell",United States,7/11/2014,2014,TV-MA,80,"Documentaries, Sports Movies","The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",8,2014,Documentaries,Short Length,,,,,,,,,
s5935,Movie,Mitt,Greg Whiteley,Mitt Romney,United States,1/24/2014,2014,TV-PG,93,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,6.9,2014,Documentaries,Medium Length,,,,,,,,,
