Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,AvgCTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
5/11/2025,12:40,BKG113486,Cancelled by Customer,CUST11023,Prime Plus,HSR Sector 7,Kammanahalli,,,1,AC is not working,0,,0,,,,,,
5/12/2025,13:51,BKG113487,Cancelled by Customer,CUST19391,Prime Plus,Hulimavu,HSR Sector 6,,,1,Wrong Address,0,,0,,,,,,
5/19/2025,9:47,BKG113488,Cancelled by Customer,CUST15011,Mini,Vijayanagar,Malleshwaram,,,1,Driver asked to cancel,0,,0,,,,,,
5/25/2025,4:45,BKG113489,Success,CUST13213,Auto,Koramangala,Rajajinagar,2,7,0,,0,,0,,470.35,15.96,3.2,3.8,UPI
5/14/2025,9:24,BKG113490,Success,CUST16836,Prime Plus,Horamavu,Electronic City,10,14,0,,0,,0,,546.88,21.38,4.5,4.8,Credit Card
5/1/2025,8:35,BKG113491,Cancelled by Customer,CUST15712,Prime SUV,Electronic City,Devanahalli,,,1,Wrong Address,0,,0,,,,,,
5/12/2025,10:44,BKG113492,Success,CUST17890,Prime SUV,HSR Sector 4,Koramangala,9,10,0,,0,,0,,763.48,9.68,3.4,4.2,Credit Card
5/13/2025,6:12,BKG113493,Success,CUST10035,Prime SUV,Hulimavu,Frazer Town,6,7,0,,0,,0,,648.31,23.75,4.3,4,Cash
5/22/2025,7:44,BKG113494,Cancelled by Driver,CUST19488,Prime SUV,Vijayanagar,Banashankari,,,0,,1,The customer was coughing/sick,0,,,,,,
5/24/2025,1:35,BKG113495,Incomplete,CUST10501,Bike,Banashankari,HSR Sector 3,,,0,,0,,1,Other Issue,,,,,
5/3/2025,18:35,BKG113496,Success,CUST18362,Bike,Rajajinagar,Basavanagudi,10,7,0,,0,,0,,502.44,5.83,3.9,3.9,Debit Card
5/19/2025,19:52,BKG113497,Success,CUST14462,eBike,Basavanagudi,Hoodi,8,6,0,,0,,0,,267.38,3.11,4.2,3.9,UPI
5/3/2025,15:42,BKG113498,Success,CUST13540,Prime Plus,Banashankari,Basavanagudi,2,11,0,,0,,0,,196.29,15,3.5,4.6,Net Banking
5/2/2025,19:25,BKG113499,Success,CUST15280,Prime Sedan,HSR Sector 4,Shivajinagar,2,6,0,,0,,0,,305.92,5.93,4.1,3.3,Net Banking
5/7/2025,9:27,BKG113500,Success,CUST19223,Prime Sedan,HSR Sector 5,Whitefield,8,14,0,,0,,0,,186.02,15.34,4.7,4.7,Cash
5/2/2025,22:37,BKG113501,Success,CUST15589,Prime Sedan,Banashankari,Yelahanka,3,12,0,,0,,0,,491.84,13.07,4.2,3.1,Cash
5/1/2025,23:34,BKG113502,Success,CUST19291,eBike,HSR Sector 1,Bannerghatta Road,10,12,0,,0,,0,,427.71,21.85,3.6,4.5,Cash
5/20/2025,12:34,BKG113503,Cancelled by Driver,CUST11197,eBike,Hebbal,BTM Layout,,,0,,1,Personal & Car related issues,0,,,,,,
5/7/2025,1:20,BKG113504,Success,CUST14785,Prime Plus,Whitefield,JP Nagar,9,5,0,,0,,0,,637.85,4.61,3.6,3.3,Debit Card
5/15/2025,23:33,BKG113505,Cancelled by Customer,CUST18477,Prime SUV,Magadi Road,Bannerghatta Road,,,1,Driver asked to cancel,0,,0,,,,,,
5/1/2025,9:27,BKG113506,Success,CUST12426,Prime Sedan,HSR Sector 6,Sarjapur Road,6,5,0,,0,,0,,515.87,9.96,3.6,4.1,Wallet
5/10/2025,6:29,BKG113507,Cancelled by Driver,CUST12005,eBike,Koramangala,Devanahalli,,,0,,1,Personal & Car related issues,0,,,,,,
5/27/2025,20:32,BKG113508,Success,CUST13603,Auto,Kalyan Nagar,Devanahalli,7,11,0,,0,,0,,354.88,5.45,3.5,4.1,Cash
5/25/2025,13:03,BKG113509,Success,CUST17140,Mini,HSR Sector 1,Magadi Road,9,14,0,,0,,0,,681.15,2.79,4.1,4.8,Net Banking
5/22/2025,20:01,BKG113510,Success,CUST17336,Prime Plus,Devanahalli,Yelahanka,2,8,0,,0,,0,,699.52,20.16,3.3,4.9,Wallet
5/19/2025,4:28,BKG113511,Cancelled by Customer,CUST11463,Bike,Bommanahalli,Whitefield,,,1,Wrong Address,0,,0,,,,,,
5/31/2025,22:09,BKG113512,Success,CUST10032,Auto,Marathahalli,Hoodi,3,8,0,,0,,0,,495.76,4.14,3.5,4.6,UPI
5/6/2025,21:29,BKG113513,Success,CUST16250,Prime SUV,HSR Sector 1,Yeshwanthpur,10,14,0,,0,,0,,259.58,24.26,4.9,4.8,Cash
5/26/2025,12:09,BKG113514,Cancelled by Driver,CUST12007,eBike,Horamavu,BTM Layout,,,0,,1,Personal & Car related issues,0,,,,,,
5/24/2025,2:28,BKG113515,Success,CUST19330,Prime Plus,Hebbal,HSR Sector 7,3,10,0,,0,,0,,91.98,5.14,3.8,5,Wallet
5/21/2025,14:11,BKG113516,Cancelled by Driver,CUST19122,Mini,JP Nagar,BTM Layout,,,0,,1,Customer related issue,0,,,,,,
5/18/2025,5:44,BKG113517,Incomplete,CUST16077,Mini,HSR Sector 7,Bannerghatta Road,,,0,,0,,1,Customer Demand,,,,,
5/15/2025,16:45,BKG113518,Incomplete,CUST18992,Prime Plus,Bannerghatta Road,HSR Sector 5,,,0,,0,,1,Customer Demand,,,,,
5/4/2025,20:05,BKG113519,Success,CUST12324,eBike,Hebbal,Hebbal,3,5,0,,0,,0,,562.85,11.86,4.8,3.7,Debit Card
5/2/2025,5:46,BKG113520,Cancelled by Customer,CUST11680,Auto,Marathahalli,HSR Sector 4,,,1,AC is not working,0,,0,,,,,,
5/18/2025,18:52,BKG113521,Success,CUST19175,Bike,Malleshwaram,Electronic City,3,5,0,,0,,0,,774.84,15.37,3.8,4,Cash
5/30/2025,13:30,BKG113522,Success,CUST19130,eBike,Devanahalli,Devanahalli,2,5,0,,0,,0,,760.1,3.84,3.7,3,UPI
5/27/2025,17:28,BKG113523,Success,CUST18037,Bike,Peenya,Sarjapur Road,8,5,0,,0,,0,,610.6,15.16,4.4,3.7,Credit Card
5/11/2025,19:53,BKG113524,Cancelled by Customer,CUST15740,Prime Plus,HSR Sector 6,Domlur,,,1,Driver asked to cancel,0,,0,,,,,,
5/26/2025,23:33,BKG113525,Success,CUST19521,Prime Sedan,Magadi Road,Yeshwanthpur,2,7,0,,0,,0,,328.32,3.09,3.2,4.9,Credit Card
5/24/2025,1:26,BKG113526,Success,CUST16973,Prime SUV,Banashankari,Hoodi,5,6,0,,0,,0,,391.06,20.62,3.4,3.1,Net Banking
5/30/2025,20:47,BKG113527,Cancelled by Customer,CUST11155,Prime Sedan,Shivajinagar,Ulsoor,,,1,Change of plans,0,,0,,,,,,
5/9/2025,22:57,BKG113528,Success,CUST12576,Mini,Mahadevpura,Domlur,9,10,0,,0,,0,,673.06,11.95,4.6,3.7,Credit Card
5/29/2025,21:39,BKG113529,Success,CUST19355,Prime Sedan,Hebbal,Hoodi,8,8,0,,0,,0,,426.76,17.33,3.6,3.8,Credit Card
5/11/2025,3:40,BKG113530,Success,CUST12176,Auto,Devanahalli,HSR Sector 6,10,8,0,,0,,0,,698.64,3.43,4,3.6,UPI
5/29/2025,3:42,BKG113531,Incomplete,CUST16199,Mini,Magadi Road,Hoodi,,,0,,0,,1,Other Issue,,,,,
5/5/2025,18:28,BKG113532,Cancelled by Customer,CUST14265,Auto,Koramangala,Hoodi,,,1,Change of plans,0,,0,,,,,,
5/23/2025,13:50,BKG113533,Success,CUST19928,Auto,Ulsoor,Vijayanagar,4,14,0,,0,,0,,453.26,20.94,3.1,4.8,Net Banking
5/16/2025,12:36,BKG113534,Cancelled by Driver,CUST15351,Prime SUV,Brookefield,Indiranagar,,,0,,1,Personal & Car related issues,0,,,,,,
5/1/2025,6:20,BKG113535,Success,CUST10298,Prime Plus,Horamavu,Sarjapur Road,10,15,0,,0,,0,,163.27,7.87,4.5,4.6,Cash
5/31/2025,22:08,BKG113536,Cancelled by Customer,CUST12502,Prime Sedan,Horamavu,Bommanahalli,,,1,AC is not working,0,,0,,,,,,
5/22/2025,10:49,BKG113537,Success,CUST14594,eBike,Yeshwanthpur,HSR Sector 3,4,10,0,,0,,0,,436.6,17.95,4.8,4,Credit Card
5/15/2025,3:23,BKG113538,Incomplete,CUST19145,Prime SUV,Frazer Town,Kudlu Gate,,,0,,0,,1,Other Issue,,,,,
5/4/2025,5:56,BKG113539,Incomplete,CUST16882,Prime Plus,Hoodi,Nagarbhavi,,,0,,0,,1,Customer Demand,,,,,
5/22/2025,12:00,BKG113540,Success,CUST18085,eBike,Kammanahalli,KR Puram,10,14,0,,0,,0,,566.03,8.15,3.3,4.3,UPI
5/18/2025,10:28,BKG113541,Cancelled by Driver,CUST19983,Mini,Jayanagar,Horamavu,,,0,,1,More than permitted people in there,0,,,,,,
5/10/2025,8:43,BKG113542,Success,CUST16051,Mini,HSR Sector 4,HSR Sector 2,9,15,0,,0,,0,,581.58,3.14,3.5,4.5,Wallet
5/3/2025,15:26,BKG113543,Success,CUST13841,Auto,Ulsoor,Malleshwaram,10,5,0,,0,,0,,484.25,9.16,4.4,3.5,UPI
5/9/2025,10:30,BKG113544,Cancelled by Driver,CUST16062,Auto,Electronic City,Mahadevpura,,,0,,1,The customer was coughing/sick,0,,,,,,
5/29/2025,8:26,BKG113545,Cancelled by Driver,CUST10062,Prime SUV,Brookefield,Peenya,,,0,,1,More than permitted people in there,0,,,,,,
5/30/2025,4:28,BKG113546,Incomplete,CUST16757,Auto,Arekere,Basavanagudi,,,0,,0,,1,Customer Demand,,,,,
5/21/2025,1:24,BKG113547,Success,CUST18525,Bike,Kammanahalli,Sarjapur Road,9,14,0,,0,,0,,303.34,13.37,5,4.7,Net Banking
5/24/2025,18:03,BKG113548,Cancelled by Customer,CUST14929,Auto,Kammanahalli,Indiranagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/30/2025,21:18,BKG113549,Success,CUST16654,Bike,Kalyan Nagar,Ulsoor,9,13,0,,0,,0,,197.14,24.18,4,4.9,UPI
5/30/2025,14:12,BKG113550,Success,CUST15524,eBike,HSR Sector 1,HSR Sector 3,2,11,0,,0,,0,,796.87,10.71,3.8,3.1,Credit Card
5/25/2025,16:50,BKG113551,Success,CUST13231,Auto,Electronic City,HSR Sector 3,10,15,0,,0,,0,,551.65,7.23,4,4.4,Net Banking
5/5/2025,15:12,BKG113552,Cancelled by Customer,CUST11465,Prime SUV,Kammanahalli,Bannerghatta Road,,,1,AC is not working,0,,0,,,,,,
5/11/2025,7:27,BKG113553,Success,CUST16649,Prime Plus,HSR Sector 4,Kammanahalli,2,10,0,,0,,0,,525.55,24.73,3.1,4.8,Credit Card
5/21/2025,8:41,BKG113554,Success,CUST10860,Mini,Bommanahalli,Yeshwanthpur,10,13,0,,0,,0,,147.23,2.9,3.9,4.7,UPI
5/11/2025,14:02,BKG113555,Cancelled by Driver,CUST12692,Auto,Bellandur,HSR Sector 2,,,0,,1,The customer was coughing/sick,0,,,,,,
5/24/2025,2:55,BKG113556,Incomplete,CUST16918,Mini,Nagarbhavi,Koramangala,,,0,,0,,1,Other Issue,,,,,
5/19/2025,14:20,BKG113557,Cancelled by Customer,CUST10254,Auto,Ulsoor,Banashankari,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/16/2025,2:27,BKG113558,Cancelled by Customer,CUST16979,Prime SUV,Bommanahalli,Electronic City,,,1,Change of plans,0,,0,,,,,,
5/2/2025,21:54,BKG113559,Success,CUST19982,Prime Sedan,Marathahalli,BTM Layout,9,9,0,,0,,0,,226.84,22.82,3.3,3.3,Net Banking
5/17/2025,7:27,BKG113560,Success,CUST15267,Prime Plus,Frazer Town,HSR Sector 2,2,14,0,,0,,0,,274.72,17.33,3.5,4.9,Cash
5/24/2025,20:50,BKG113561,Cancelled by Driver,CUST19387,Auto,HSR Sector 6,JP Nagar,,,0,,1,More than permitted people in there,0,,,,,,
5/10/2025,9:50,BKG113562,Incomplete,CUST19317,Auto,KR Puram,Nagarbhavi,,,0,,0,,1,Vehicle Breakdown,,,,,
5/20/2025,10:23,BKG113563,Success,CUST15667,Prime Sedan,HSR Sector 1,HSR Sector 7,2,15,0,,0,,0,,685.8,8.83,3.9,4.2,Debit Card
5/4/2025,15:57,BKG113564,Success,CUST18832,Bike,Arekere,Horamavu,5,9,0,,0,,0,,599.65,23.55,3.2,4.2,Net Banking
5/29/2025,17:22,BKG113565,Cancelled by Driver,CUST13552,eBike,JP Nagar,HSR Sector 2,,,0,,1,The customer was coughing/sick,0,,,,,,
5/31/2025,22:00,BKG113566,Success,CUST17799,Prime Plus,Yeshwanthpur,HSR Sector 7,7,13,0,,0,,0,,475.77,21.15,4,3.1,Credit Card
5/21/2025,19:16,BKG113567,Incomplete,CUST11479,Prime Plus,Koramangala,Devanahalli,,,0,,0,,1,Vehicle Breakdown,,,,,
5/12/2025,2:34,BKG113568,Success,CUST10154,Bike,JP Nagar,HSR Sector 3,6,9,0,,0,,0,,713.49,6.72,3,4.2,Credit Card
5/13/2025,8:05,BKG113569,Success,CUST10761,Bike,Sarjapur Road,HSR Sector 4,10,8,0,,0,,0,,253.87,20.78,4.6,3.7,Net Banking
5/14/2025,9:46,BKG113570,Cancelled by Customer,CUST14049,Mini,Jayanagar,Rajajinagar,,,1,Wrong Address,0,,0,,,,,,
5/13/2025,21:43,BKG113571,Cancelled by Customer,CUST19482,Mini,Kudlu Gate,Vijayanagar,,,1,Change of plans,0,,0,,,,,,
5/15/2025,3:38,BKG113572,Success,CUST18128,Bike,Kalyan Nagar,KR Puram,7,6,0,,0,,0,,567.98,6.14,4,3.1,Cash
5/16/2025,13:47,BKG113573,Cancelled by Driver,CUST12159,eBike,Peenya,Jayanagar,,,0,,1,The customer was coughing/sick,0,,,,,,
5/4/2025,13:34,BKG113574,Success,CUST14570,Prime Plus,Nagarbhavi,Peenya,10,6,0,,0,,0,,201.29,3.15,4,4.2,Wallet
5/3/2025,15:14,BKG113575,Success,CUST17648,Prime SUV,HSR Sector 2,HSR Sector 6,2,11,0,,0,,0,,511.12,7.45,4.7,3.2,Net Banking
5/23/2025,2:59,BKG113576,Cancelled by Customer,CUST10093,Mini,Whitefield,HSR Sector 5,,,1,Driver asked to cancel,0,,0,,,,,,
5/9/2025,13:49,BKG113577,Success,CUST11390,Mini,HSR Sector 3,KR Puram,4,9,0,,0,,0,,261.06,2.4,3.7,4.5,Cash
5/30/2025,21:13,BKG113578,Success,CUST19618,Prime SUV,JP Nagar,Rajajinagar,9,7,0,,0,,0,,155.05,4.54,5,3.7,Cash
5/6/2025,5:57,BKG113579,Incomplete,CUST14937,Prime Plus,Sarjapur Road,Arekere,,,0,,0,,1,Customer Demand,,,,,
5/13/2025,23:18,BKG113580,Success,CUST16265,Mini,RT Nagar,Basavanagudi,7,15,0,,0,,0,,123.32,17.92,3.4,3.8,UPI
5/20/2025,14:33,BKG113581,Success,CUST10241,Prime Plus,Banashankari,Yelahanka,4,11,0,,0,,0,,739.15,19.62,4.4,4.6,UPI
5/15/2025,22:25,BKG113582,Cancelled by Customer,CUST13731,Prime Sedan,Domlur,HSR Layout,,,1,AC is not working,0,,0,,,,,,
5/25/2025,14:03,BKG113583,Incomplete,CUST17985,Mini,Bannerghatta Road,Hebbal,,,0,,0,,1,Other Issue,,,,,
5/28/2025,20:21,BKG113584,Success,CUST16785,eBike,HSR Sector 3,Marathahalli,2,15,0,,0,,0,,541.77,19.1,3.7,4.1,UPI
5/20/2025,6:31,BKG113585,Success,CUST14116,Mini,Devanahalli,HSR Sector 7,6,9,0,,0,,0,,190.44,15.78,4.1,4.3,Wallet
5/3/2025,22:44,BKG113586,Success,CUST14266,Mini,Arekere,HSR Sector 1,4,9,0,,0,,0,,573.62,2.03,3.6,3.9,Wallet
5/23/2025,15:12,BKG113587,Cancelled by Driver,CUST12485,Prime SUV,Arekere,Mahadevpura,,,0,,1,The customer was coughing/sick,0,,,,,,
5/23/2025,16:05,BKG113588,Incomplete,CUST19334,eBike,Indiranagar,Indiranagar,,,0,,0,,1,Customer Demand,,,,,
5/5/2025,3:53,BKG113589,Cancelled by Customer,CUST15014,Mini,Hoodi,Kalena Agrahara,,,1,Change of plans,0,,0,,,,,,
5/19/2025,17:13,BKG113590,Incomplete,CUST12858,eBike,HSR Sector 2,HSR Sector 2,,,0,,0,,1,Customer Demand,,,,,
5/25/2025,0:37,BKG113591,Success,CUST13700,Auto,HSR Sector 4,Brookefield,8,10,0,,0,,0,,219.97,4.82,3.1,5,Net Banking
5/3/2025,0:41,BKG113592,Success,CUST19608,eBike,HSR Sector 1,Electronic City,9,10,0,,0,,0,,665.53,21.66,4.1,4.2,Credit Card
5/15/2025,10:38,BKG113593,Success,CUST17759,eBike,Frazer Town,Basavanagudi,9,12,0,,0,,0,,633.19,9.86,4.4,4.3,UPI
5/23/2025,23:39,BKG113594,Success,CUST14681,Bike,HSR Sector 2,Hebbal,2,11,0,,0,,0,,126.22,8.57,3.5,3.7,Credit Card
5/30/2025,4:28,BKG113595,Success,CUST13768,Mini,Hoodi,Rajajinagar,10,9,0,,0,,0,,288.52,18.91,4.7,3.3,Net Banking
5/9/2025,14:40,BKG113596,Cancelled by Customer,CUST19642,Auto,Yeshwanthpur,Shivajinagar,,,1,Driver asked to cancel,0,,0,,,,,,
5/5/2025,7:57,BKG113597,Success,CUST17635,Prime Sedan,Marathahalli,Magadi Road,2,15,0,,0,,0,,703.41,14.1,4.7,3.6,Net Banking
5/16/2025,6:47,BKG113598,Cancelled by Driver,CUST18285,Mini,Kalyan Nagar,Rajajinagar,,,0,,1,The customer was coughing/sick,0,,,,,,
5/27/2025,23:09,BKG113599,Success,CUST18507,Prime SUV,Bommanahalli,HSR Sector 7,8,6,0,,0,,0,,207.31,24.47,4.1,3.7,UPI
5/13/2025,16:26,BKG113600,Success,CUST12297,Prime Sedan,Indiranagar,RT Nagar,4,5,0,,0,,0,,143.04,20.52,3.3,3.3,Debit Card
5/30/2025,2:31,BKG113601,Success,CUST16376,Auto,HSR Sector 2,Frazer Town,10,13,0,,0,,0,,240.08,15.7,4.4,4.7,UPI
5/11/2025,19:46,BKG113602,Incomplete,CUST18270,Bike,HSR Layout,Electronic City,,,0,,0,,1,Other Issue,,,,,
5/22/2025,16:15,BKG113603,Cancelled by Customer,CUST19636,Prime Plus,HSR Sector 1,Indiranagar,,,1,Change of plans,0,,0,,,,,,
5/14/2025,17:32,BKG113604,Cancelled by Customer,CUST12918,Prime Sedan,Nagarbhavi,Kammanahalli,,,1,Change of plans,0,,0,,,,,,
5/1/2025,14:21,BKG113605,Success,CUST19059,Prime Plus,Malleshwaram,HSR Sector 5,7,5,0,,0,,0,,732.46,20.98,3.1,3.4,UPI
5/3/2025,9:34,BKG113606,Success,CUST11649,Prime SUV,Magadi Road,HSR Sector 5,9,11,0,,0,,0,,91.52,20.49,3.8,3,UPI
5/13/2025,19:54,BKG113607,Success,CUST13631,Auto,HSR Sector 1,Frazer Town,6,8,0,,0,,0,,550.27,13.33,4.6,4.3,Credit Card
5/12/2025,19:44,BKG113608,Success,CUST18679,Mini,HSR Sector 4,Basavanagudi,9,7,0,,0,,0,,212.48,19.95,4.7,3.7,Cash
5/18/2025,18:34,BKG113609,Incomplete,CUST15054,Mini,Basavanagudi,Shivajinagar,,,0,,0,,1,Vehicle Breakdown,,,,,
5/29/2025,12:46,BKG113610,Success,CUST12011,Mini,Koramangala,Shivajinagar,10,11,0,,0,,0,,702.25,21.83,3.9,4.8,Wallet
5/17/2025,13:07,BKG113611,Cancelled by Customer,CUST16074,eBike,Rajajinagar,Brookefield,,,1,AC is not working,0,,0,,,,,,
5/7/2025,21:28,BKG113612,Success,CUST10385,eBike,MG Road,Brookefield,3,7,0,,0,,0,,477.1,11.66,4.8,3.8,UPI
5/3/2025,15:16,BKG113613,Cancelled by Customer,CUST16603,Mini,Horamavu,Basavanagudi,,,1,Driver asked to cancel,0,,0,,,,,,
5/27/2025,14:01,BKG113614,Success,CUST14332,Prime Sedan,Peenya,HSR Sector 7,2,11,0,,0,,0,,217.41,12.71,4.2,4.3,UPI
5/20/2025,6:37,BKG113615,Success,CUST19635,Mini,HSR Sector 7,Brookefield,10,15,0,,0,,0,,117.75,17.43,3.1,4,Cash
5/13/2025,2:21,BKG113616,Success,CUST13129,eBike,HSR Sector 4,JP Nagar,5,7,0,,0,,0,,690.66,22.34,4,3.3,Net Banking
5/24/2025,22:58,BKG113617,Cancelled by Customer,CUST13248,Prime Sedan,Horamavu,Sarjapur Road,,,1,Wrong Address,0,,0,,,,,,
5/13/2025,13:48,BKG113618,Success,CUST13491,Prime Sedan,Kammanahalli,HSR Sector 7,9,15,0,,0,,0,,582.22,2.43,4.2,3.9,Cash
5/20/2025,6:22,BKG113619,Cancelled by Driver,CUST19181,Prime Sedan,BTM Layout,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,,
5/22/2025,22:33,BKG113620,Success,CUST10111,Bike,Malleshwaram,Brookefield,5,12,0,,0,,0,,570.18,13.35,3.1,3.6,Cash
5/3/2025,15:04,BKG113621,Success,CUST14923,Prime Sedan,Marathahalli,HSR Sector 3,9,14,0,,0,,0,,687.17,15.46,3.4,4.5,Wallet
5/2/2025,13:41,BKG113622,Success,CUST13681,Prime Sedan,Banashankari,Indiranagar,8,10,0,,0,,0,,438.04,2.24,4.1,4,Net Banking
5/19/2025,0:09,BKG113623,Success,CUST10223,eBike,Rajajinagar,Kudlu Gate,10,11,0,,0,,0,,613.03,10.19,3.8,3.9,Wallet
5/29/2025,3:01,BKG113624,Cancelled by Customer,CUST18281,Prime Sedan,Bommanahalli,Electronic City,,,1,Change of plans,0,,0,,,,,,
5/21/2025,14:14,BKG113625,Success,CUST10566,Auto,Kalena Agrahara,Magadi Road,6,5,0,,0,,0,,519.71,12.54,3.6,3.9,Net Banking
5/27/2025,15:12,BKG113626,Cancelled by Driver,CUST15654,Prime Plus,HSR Layout,Kalena Agrahara,,,0,,1,More than permitted people in there,0,,,,,,
5/25/2025,1:25,BKG113627,Success,CUST16174,Mini,KR Puram,Brookefield,4,11,0,,0,,0,,158.99,13.25,3,4.6,Credit Card
5/4/2025,5:11,BKG113628,Cancelled by Driver,CUST12255,Mini,Shivajinagar,KR Puram,,,0,,1,More than permitted people in there,0,,,,,,
5/29/2025,5:25,BKG113629,Incomplete,CUST15837,Mini,Rajajinagar,Arekere,,,0,,0,,1,Customer Demand,,,,,
5/29/2025,19:07,BKG113630,Success,CUST17701,Prime Sedan,Kudlu Gate,BTM Layout,8,5,0,,0,,0,,260.09,3.31,4.3,3.4,Wallet
5/1/2025,22:41,BKG113631,Success,CUST12569,Auto,BTM Layout,Sarjapur Road,3,5,0,,0,,0,,738.7,21.1,3.9,3.1,UPI
5/31/2025,0:50,BKG113632,Success,CUST15715,Mini,Whitefield,Shivajinagar,10,8,0,,0,,0,,749.87,4.52,3.2,3.4,Net Banking
5/15/2025,18:42,BKG113633,Incomplete,CUST14489,Prime SUV,Frazer Town,Frazer Town,,,0,,0,,1,Other Issue,,,,,
5/11/2025,4:56,BKG113634,Success,CUST15202,Mini,Ulsoor,Indiranagar,6,14,0,,0,,0,,93.81,24.82,3.5,4.9,UPI
5/13/2025,20:25,BKG113635,Cancelled by Driver,CUST18200,Bike,Horamavu,Arekere,,,0,,1,The customer was coughing/sick,0,,,,,,
5/11/2025,12:47,BKG113636,Cancelled by Customer,CUST10345,Auto,HSR Sector 3,Brookefield,,,1,AC is not working,0,,0,,,,,,
5/9/2025,9:23,BKG113637,Success,CUST13529,Prime Sedan,KR Puram,Shivajinagar,3,8,0,,0,,0,,119.69,11.79,4.4,4.3,Debit Card
5/8/2025,16:50,BKG113638,Success,CUST16373,eBike,Banashankari,KR Puram,4,9,0,,0,,0,,471.68,5.37,3.6,3.2,Net Banking
5/8/2025,7:06,BKG113639,Success,CUST13697,Mini,Vijayanagar,HSR Sector 5,5,6,0,,0,,0,,643.6,7.05,3.4,4.7,Net Banking
5/17/2025,11:37,BKG113640,Success,CUST17946,Prime Sedan,Mahadevpura,Hulimavu,7,10,0,,0,,0,,461.04,7.74,4,4.9,Wallet
5/6/2025,7:06,BKG113641,Success,CUST14719,Mini,Hoodi,Hebbal,7,13,0,,0,,0,,760.07,19.17,3.2,3.4,Debit Card
5/15/2025,1:08,BKG113642,Cancelled by Customer,CUST15881,Bike,HSR Sector 6,Hoodi,,,1,Change of plans,0,,0,,,,,,
5/31/2025,19:32,BKG113643,Success,CUST14472,eBike,Electronic City,MG Road,3,10,0,,0,,0,,322.5,12.09,3.7,4.3,Cash
5/18/2025,8:27,BKG113644,Cancelled by Driver,CUST14277,Auto,Ulsoor,Yelahanka,,,0,,1,Customer related issue,0,,,,,,
5/6/2025,5:33,BKG113645,Cancelled by Customer,CUST11605,Bike,Domlur,HSR Layout,,,1,Change of plans,0,,0,,,,,,
5/21/2025,5:32,BKG113646,Incomplete,CUST18363,Prime Plus,HSR Sector 5,Sarjapur Road,,,0,,0,,1,Other Issue,,,,,
5/23/2025,22:12,BKG113647,Success,CUST11122,eBike,Yeshwanthpur,Basavanagudi,6,6,0,,0,,0,,317.09,4.32,4.6,3.9,Debit Card
5/29/2025,13:51,BKG113648,Success,CUST15001,eBike,Hulimavu,HSR Sector 7,3,11,0,,0,,0,,695.91,21.64,3.3,4,Cash
5/30/2025,17:10,BKG113649,Success,CUST16653,eBike,Kalyan Nagar,Shivajinagar,10,12,0,,0,,0,,455.05,15.58,4.2,3.7,Debit Card
5/29/2025,19:03,BKG113650,Success,CUST15791,eBike,Hebbal,Kalyan Nagar,5,15,0,,0,,0,,313.12,4.23,4.4,4.7,Credit Card
5/27/2025,1:02,BKG113651,Success,CUST17866,Prime SUV,HSR Layout,Domlur,7,15,0,,0,,0,,739.32,8.71,4.9,3.5,UPI
5/15/2025,20:36,BKG113652,Success,CUST12002,eBike,Koramangala,Devanahalli,9,14,0,,0,,0,,154.1,13.49,3.3,4.5,UPI
5/21/2025,8:32,BKG113653,Success,CUST13835,Auto,HSR Layout,HSR Sector 1,3,15,0,,0,,0,,584.77,24.69,4.5,4.5,UPI
5/1/2025,12:24,BKG113654,Success,CUST14256,eBike,Jayanagar,BTM Layout,6,15,0,,0,,0,,464.2,16.01,4.3,3.3,Cash
5/4/2025,16:46,BKG113655,Success,CUST11386,Mini,BTM Layout,HSR Sector 1,5,15,0,,0,,0,,624.64,24.36,3.5,4.1,Net Banking
5/25/2025,22:02,BKG113656,Success,CUST13174,Auto,Hoodi,Marathahalli,8,13,0,,0,,0,,120.58,17.28,3.8,4.1,Credit Card
5/12/2025,10:52,BKG113657,Success,CUST18093,eBike,HSR Sector 6,HSR Sector 5,7,13,0,,0,,0,,334.79,20.02,4.7,4.9,Debit Card
5/12/2025,14:15,BKG113658,Cancelled by Customer,CUST11425,Prime SUV,HSR Sector 2,Sarjapur Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/26/2025,13:56,BKG113659,Incomplete,CUST13812,eBike,Kalena Agrahara,RT Nagar,,,0,,0,,1,Customer Demand,,,,,
5/27/2025,18:29,BKG113660,Cancelled by Customer,CUST16323,eBike,Kalena Agrahara,BTM Layout,,,1,Wrong Address,0,,0,,,,,,
5/15/2025,20:28,BKG113661,Success,CUST19572,Prime Plus,Horamavu,Koramangala,3,14,0,,0,,0,,278.25,23.84,3.3,4.9,Cash
5/29/2025,0:03,BKG113662,Success,CUST17072,Prime SUV,HSR Sector 4,Kalyan Nagar,6,9,0,,0,,0,,533.81,15.99,3.6,5,Credit Card
